schidkn,sex,frl,reg_size,reg_size_aid,small_size,white,black,other,totexp,tmathss,treadss
33,boy,yes,0,0,1,0,1,0,1,412,421
42,boy,no,1,0,0,1,0,0,14,559,468
33,girl,yes,0,0,1,0,1,0,14,459,428
15,girl,yes,0,1,0,0,1,0,3,478,430
63,girl,no,1,0,0,1,0,0,10,559,478
13,boy,no,1,0,0,1,0,0,6,494,437
64,girl,no,1,0,0,0,0,1,11,468,451
68,girl,no,0,0,1,1,0,0,6,528,490
70,girl,yes,0,1,0,1,0,0,14,459,421
20,boy,no,0,1,0,0,1,0,1,439,407
16,boy,no,0,1,0,0,1,0,6,412,390
41,girl,no,0,0,1,1,0,0,18,500,440
58,girl,no,0,1,0,1,0,0,17,494,445
46,boy,no,0,1,0,1,0,0,0,484,442
57,boy,no,0,1,0,1,0,0,8,484,445
6,girl,no,0,1,0,1,0,0,11,500,448
61,girl,no,0,0,1,1,0,0,7,463,431
41,boy,no,1,0,0,1,0,0,15,494,470
65,boy,no,0,1,0,1,0,0,9,468,450
21,boy,yes,1,0,0,1,0,0,1,478,445
6,boy,no,0,1,0,1,0,0,11,463,410
19,boy,yes,0,0,1,0,1,0,2,468,443
32,boy,yes,0,0,1,0,1,0,1,434,422
80,girl,no,1,0,0,1,0,0,4,602,500
18,girl,yes,1,0,0,0,1,0,10,439,407
15,girl,yes,1,0,0,0,1,0,11,444,428
34,boy,no,0,1,0,1,0,0,5,478,407
79,boy,no,0,1,0,1,0,0,12,484,437
7,boy,no,0,0,1,1,0,0,6,489,433
34,girl,no,0,0,1,1,0,0,12,463,413
28,girl,yes,1,0,0,0,1,0,9,489,422
4,girl,no,0,1,0,1,0,0,7,484,428
22,girl,yes,0,1,0,0,1,0,16,468,433
63,boy,no,1,0,0,1,0,0,6,463,425
62,girl,yes,0,1,0,1,0,0,4,454,421
34,girl,no,1,0,0,1,0,0,17,520,430
25,boy,yes,0,1,0,0,1,0,2,478,421
7,girl,no,1,0,0,1,0,0,15,528,460
18,boy,no,1,0,0,1,0,0,9,439,413
67,girl,no,1,0,0,1,0,0,0,626,545
33,girl,yes,0,0,1,0,1,0,14,454,461
3,boy,no,0,1,0,1,0,0,20,528,461
51,girl,no,0,1,0,1,0,0,5,418,390
41,girl,yes,0,1,0,1,0,0,16,528,451
19,girl,yes,0,0,1,0,1,0,2,449,413
1,boy,no,0,1,0,1,0,0,9,506,448
32,boy,yes,0,0,1,0,1,0,14,473,436
79,boy,no,1,0,0,1,0,0,13,500,447
17,girl,no,0,0,1,1,0,0,20,484,418
64,boy,no,0,1,0,1,0,0,5,494,421
70,girl,yes,0,1,0,1,0,0,14,459,403
28,boy,yes,0,0,1,0,1,0,2,449,413
6,girl,no,1,0,0,1,0,0,1,489,440
62,boy,no,1,0,0,1,0,0,16,468,443
69,girl,yes,1,0,0,1,0,0,16,520,467
25,boy,no,0,0,1,1,0,0,12,547,439
27,girl,yes,0,1,0,0,1,0,10,434,445
51,boy,no,0,1,0,1,0,0,5,468,437
18,girl,no,1,0,0,0,1,0,9,484,436
40,girl,yes,1,0,0,1,0,0,2,559,458
32,girl,yes,1,0,0,0,1,0,3,412,386
17,girl,no,0,0,1,1,0,0,20,500,442
57,boy,no,0,1,0,0,1,0,8,454,428
51,girl,no,1,0,0,1,0,0,13,459,436
9,boy,no,0,1,0,1,0,0,14,506,476
39,boy,yes,0,0,1,1,0,0,2,429,403
80,girl,no,0,0,1,1,0,0,12,576,470
27,girl,yes,1,0,0,0,1,0,12,536,461
9,girl,no,0,1,0,1,0,0,11,484,427
13,girl,no,0,1,0,1,0,0,6,468,427
74,boy,no,0,1,0,0,1,0,8,459,436
39,boy,yes,0,1,0,1,0,0,5,468,411
20,boy,yes,0,1,0,0,1,0,1,439,418
65,girl,no,1,0,0,1,0,0,12,494,456
2,boy,yes,1,0,0,1,0,0,6,429,408
16,girl,yes,0,0,1,0,1,0,2,434,411
33,girl,yes,0,0,1,0,1,0,14,489,405
38,boy,yes,0,1,0,1,0,0,8,484,456
25,girl,no,0,1,0,1,0,0,2,559,447
20,girl,yes,0,1,0,0,1,0,12,463,414
28,boy,yes,0,0,1,0,1,0,6,500,422
56,girl,yes,1,0,0,0,1,0,13,468,413
27,boy,yes,1,0,0,0,1,0,12,520,483
18,girl,no,1,0,0,1,0,0,9,489,428
58,boy,no,0,1,0,1,0,0,3,489,436
8,boy,no,1,0,0,1,0,0,13,463,437
73,girl,no,0,0,1,1,0,0,2,484,431
11,girl,yes,1,0,0,0,1,0,11,434,437
5,boy,yes,1,0,0,0,1,0,8,439,424
66,girl,no,1,0,0,1,0,0,8,484,468
70,boy,yes,0,1,0,1,0,0,14,473,433
29,boy,yes,0,1,0,0,1,0,17,449,428
16,girl,yes,0,1,0,0,1,0,6,449,402
63,boy,yes,0,1,0,1,0,0,12,489,428
72,boy,yes,0,1,0,1,0,0,10,528,465
68,boy,no,1,0,0,1,0,0,10,506,465
51,boy,no,0,0,1,0,1,0,10,494,451
3,boy,no,1,0,0,1,0,0,8,489,419
41,boy,no,0,1,0,1,0,0,16,626,545
7,girl,no,1,0,0,1,0,0,15,559,492
24,boy,no,1,0,0,0,1,0,6,528,443
74,girl,yes,0,0,1,1,0,0,14,449,403
28,boy,yes,1,0,0,0,1,0,9,463,431
71,boy,no,1,0,0,1,0,0,6,459,430
53,girl,yes,0,0,1,1,0,0,9,478,424
8,girl,yes,1,0,0,1,0,0,13,459,430
3,girl,yes,0,1,0,1,0,0,9,454,413
48,boy,no,0,1,0,1,0,0,13,459,428
30,boy,no,0,0,1,0,1,0,2,520,478
43,girl,no,0,1,0,1,0,0,17,494,416
65,girl,no,0,1,0,1,0,0,9,559,472
46,girl,no,0,1,0,1,0,0,0,520,430
22,boy,yes,1,0,0,0,1,0,11,500,451
33,girl,yes,0,0,1,0,1,0,1,473,434
12,girl,yes,0,1,0,1,0,0,12,468,433
3,boy,no,1,0,0,1,0,0,8,547,443
58,boy,no,0,0,1,1,0,0,5,489,439
23,girl,no,1,0,0,0,1,0,20,626,480
52,boy,no,1,0,0,1,0,0,12,559,443
9,boy,no,0,1,0,1,0,0,11,459,439
63,girl,no,0,0,1,1,0,0,4,576,507
32,boy,yes,0,1,0,0,1,0,0,449,402
9,boy,no,1,0,0,1,0,0,8,463,442
26,boy,yes,0,1,0,0,1,0,6,423,422
63,girl,no,0,0,1,1,0,0,4,528,468
16,boy,yes,1,0,0,0,1,0,8,392,391
66,boy,yes,1,0,0,1,0,0,8,473,431
64,boy,yes,0,0,1,1,0,0,19,473,436
70,boy,yes,0,0,1,1,0,0,15,513,442
63,boy,no,0,1,0,0,1,0,7,434,398
26,boy,no,0,0,1,0,1,0,1,473,440
37,boy,no,0,1,0,1,0,0,0,412,414
9,boy,yes,0,0,1,1,0,0,13,444,428
50,boy,yes,1,0,0,1,0,0,13,444,425
28,boy,yes,0,0,1,0,1,0,8,434,421
76,boy,yes,0,0,1,1,0,0,8,439,413
11,boy,no,0,0,1,1,0,0,11,536,492
61,girl,no,0,1,0,1,0,0,8,500,448
16,boy,yes,0,1,0,0,1,0,6,473,408
51,boy,no,0,0,1,1,0,0,16,576,456
2,girl,no,0,0,1,0,1,0,12,468,408
73,girl,yes,1,0,0,1,0,0,19,500,467
27,boy,yes,0,1,0,0,1,0,20,473,460
55,boy,no,1,0,0,1,0,0,13,449,407
27,girl,yes,0,0,1,0,1,0,1,506,421
7,girl,no,1,0,0,1,0,0,0,536,478
54,girl,no,0,1,0,1,0,0,7,500,428
17,girl,no,0,0,1,1,0,0,5,506,436
8,girl,no,0,0,1,1,0,0,8,459,437
53,girl,no,1,0,0,1,0,0,3,444,391
66,girl,no,0,0,1,1,0,0,15,494,410
54,boy,no,0,0,1,1,0,0,12,506,442
79,boy,no,1,0,0,1,0,0,13,484,427
37,boy,no,0,0,1,0,1,0,13,468,411
68,girl,no,1,0,0,1,0,0,16,536,468
3,boy,no,1,0,0,1,0,0,8,506,416
31,boy,yes,1,0,0,0,1,0,0,454,434
79,boy,no,1,0,0,1,0,0,13,468,419
1,boy,no,0,0,1,1,0,0,14,576,456
45,boy,yes,1,0,0,0,1,0,12,439,386
31,boy,yes,1,0,0,0,1,0,0,520,427
8,boy,yes,1,0,0,1,0,0,13,473,408
21,boy,yes,1,0,0,1,0,0,1,454,410
70,girl,no,0,1,0,1,0,0,14,559,434
58,boy,no,0,0,1,1,0,0,5,513,414
64,girl,yes,0,0,1,1,0,0,19,459,439
27,girl,yes,0,1,0,0,1,0,10,576,458
79,boy,yes,0,0,1,1,0,0,5,418,398
34,girl,no,1,0,0,1,0,0,17,468,439
35,boy,no,0,0,1,1,0,0,5,494,422
47,boy,no,0,1,0,1,0,0,15,528,451
40,girl,yes,0,1,0,1,0,0,21,506,407
64,girl,no,0,1,0,1,0,0,5,506,445
16,girl,yes,0,0,1,0,1,0,2,489,445
67,girl,yes,0,0,1,1,0,0,5,547,474
19,boy,yes,0,1,0,0,1,0,1,489,416
20,girl,yes,0,0,1,0,1,0,21,489,427
32,boy,yes,0,1,0,0,1,0,2,439,407
10,girl,no,0,0,1,1,0,0,12,500,437
68,boy,no,0,0,1,1,0,0,6,559,458
37,girl,no,0,0,1,1,0,0,13,489,467
41,boy,no,0,1,0,1,0,0,16,468,439
44,girl,yes,0,0,1,0,1,0,3,494,455
56,girl,yes,0,0,1,0,1,0,21,423,384
80,boy,no,1,0,0,1,0,0,4,459,419
28,girl,yes,0,0,1,0,1,0,6,506,437
33,boy,no,0,0,1,0,1,0,14,434,440
80,boy,yes,0,1,0,1,0,0,13,418,407
22,girl,no,0,0,1,0,1,0,3,602,522
23,boy,no,0,1,0,0,1,0,21,576,439
45,boy,yes,0,1,0,0,1,0,11,399,374
19,boy,yes,0,1,0,0,1,0,1,473,442
31,girl,yes,0,1,0,0,1,0,11,405,402
29,boy,yes,0,1,0,0,1,0,17,484,450
22,boy,yes,0,0,1,0,1,0,9,494,407
71,boy,no,0,0,1,1,0,0,6,439,408
74,boy,no,0,0,1,1,0,0,12,500,433
37,boy,no,0,1,0,1,0,0,0,478,428
76,girl,no,0,0,1,1,0,0,22,500,437
74,boy,yes,1,0,0,1,0,0,13,392,405
37,boy,no,0,1,0,1,0,0,11,478,422
36,boy,no,1,0,0,1,0,0,15,489,443
57,boy,yes,0,0,1,1,0,0,1,536,455
11,girl,no,1,0,0,1,0,0,11,506,518
61,boy,no,0,0,1,1,0,0,11,576,465
33,girl,yes,0,1,0,0,1,0,22,489,439
65,boy,no,0,1,0,1,0,0,9,576,605
48,boy,no,0,0,1,1,0,0,17,576,470
23,boy,no,0,1,0,0,1,0,21,528,414
43,boy,no,0,0,1,1,0,0,0,463,451
70,boy,yes,0,1,0,1,0,0,27,468,430
33,boy,yes,0,1,0,0,1,0,5,478,411
1,girl,no,0,0,1,1,0,0,14,559,487
52,boy,no,0,1,0,1,0,0,18,500,427
8,girl,no,1,0,0,1,0,0,12,536,442
15,girl,yes,0,0,1,0,1,0,21,454,418
60,boy,yes,1,0,0,1,0,0,13,473,425
55,boy,yes,0,0,1,1,0,0,15,454,433
45,boy,yes,1,0,0,0,1,0,12,405,391
69,boy,no,0,1,0,1,0,0,6,478,431
78,boy,no,0,1,0,1,0,0,3,418,413
18,boy,yes,1,0,0,0,1,0,9,418,395
31,girl,yes,0,0,1,0,1,0,6,576,443
73,girl,yes,0,0,1,1,0,0,2,454,428
67,boy,no,0,0,1,1,0,0,5,506,427
50,boy,yes,0,0,1,1,0,0,12,528,434
7,boy,no,0,1,0,1,0,0,9,626,490
22,boy,yes,0,1,0,0,1,0,7,434,397
57,girl,no,0,0,1,1,0,0,1,444,424
1,girl,no,1,0,0,1,0,0,5,513,485
10,boy,no,0,1,0,1,0,0,12,576,456
32,boy,yes,1,0,0,0,1,0,3,429,388
69,boy,no,0,0,1,1,0,0,6,626,483
30,girl,no,0,0,1,0,1,0,2,536,458
27,girl,yes,0,1,0,0,1,0,20,412,427
42,boy,no,1,0,0,1,0,0,14,384,384
33,boy,yes,0,0,1,0,1,0,14,444,413
78,boy,no,1,0,0,1,0,0,8,399,411
18,girl,yes,0,1,0,0,1,0,11,454,405
49,girl,yes,0,1,0,0,1,0,9,484,436
43,boy,no,1,0,0,1,0,0,3,463,433
80,girl,no,1,0,0,1,0,0,4,500,463
16,girl,yes,1,0,0,0,1,0,8,500,430
67,girl,no,0,1,0,1,0,0,13,559,427
54,boy,no,1,0,0,1,0,0,13,494,474
9,boy,no,0,0,1,1,0,0,14,626,627
4,girl,no,0,1,0,1,0,0,7,439,403
76,girl,no,0,0,1,1,0,0,22,500,414
23,boy,yes,1,0,0,1,0,0,20,528,430
58,girl,no,0,0,1,1,0,0,8,513,450
19,girl,yes,0,1,0,0,1,0,1,463,410
35,girl,no,0,1,0,1,0,0,12,478,416
28,girl,yes,0,0,1,0,1,0,3,602,476
52,girl,no,1,0,0,1,0,0,12,444,410
64,girl,no,0,0,1,1,0,0,19,484,430
40,girl,yes,1,0,0,1,0,0,2,576,495
22,girl,yes,0,0,1,0,1,0,9,489,418
3,girl,no,1,0,0,1,0,0,8,500,451
32,girl,yes,0,0,1,0,1,0,14,528,437
26,boy,yes,0,1,0,0,1,0,6,434,455
51,girl,no,1,0,0,1,0,0,11,439,402
24,boy,yes,0,0,1,0,1,0,5,473,433
71,boy,no,0,0,1,1,0,0,20,459,400
62,boy,no,0,0,1,1,0,0,6,484,434
28,boy,yes,0,1,0,0,1,0,10,500,433
11,girl,yes,0,0,1,1,0,0,11,484,485
20,girl,no,0,1,0,0,1,0,1,528,463
72,girl,yes,0,0,1,1,0,0,6,559,514
21,girl,no,0,0,1,1,0,0,14,500,451
58,boy,no,0,1,0,1,0,0,17,559,451
17,girl,yes,0,1,0,0,1,0,8,506,393
18,boy,no,1,0,0,0,1,0,9,478,442
8,girl,yes,0,1,0,1,0,0,12,489,431
71,boy,no,1,0,0,1,0,0,6,500,424
14,boy,yes,0,1,0,0,1,0,1,405,419
15,boy,yes,1,0,0,0,1,0,11,449,434
17,boy,no,0,1,0,1,0,0,8,513,425
29,boy,yes,0,0,1,0,1,0,5,439,425
50,boy,yes,1,0,0,0,1,0,13,489,424
36,girl,no,1,0,0,1,0,0,15,478,443
75,boy,no,1,0,0,1,0,0,11,520,514
76,girl,no,0,1,0,1,0,0,13,559,460
72,girl,no,1,0,0,1,0,0,8,506,527
63,boy,no,1,0,0,1,0,0,10,494,467
5,girl,yes,0,1,0,1,0,0,8,439,419
54,girl,no,0,0,1,1,0,0,12,494,460
20,boy,no,0,1,0,0,1,0,12,463,425
50,girl,yes,1,0,0,1,0,0,13,429,410
5,girl,yes,1,0,0,0,1,0,8,454,382
28,girl,no,0,0,1,0,1,0,8,602,474
72,boy,no,0,1,0,1,0,0,10,494,448
35,boy,yes,0,1,0,1,0,0,12,454,407
27,boy,yes,0,0,1,0,1,0,11,500,450
30,girl,yes,1,0,0,0,1,0,10,547,467
51,boy,no,1,0,0,1,0,0,11,528,447
23,boy,no,0,0,1,1,0,0,0,576,472
60,girl,yes,0,1,0,1,0,0,5,494,440
74,girl,no,0,0,1,1,0,0,12,463,437
72,girl,yes,1,0,0,1,0,0,8,520,436
33,boy,yes,0,1,0,0,1,0,5,459,398
53,girl,no,0,1,0,1,0,0,9,494,424
26,girl,yes,0,1,0,0,1,0,6,468,422
54,boy,no,0,1,0,1,0,0,7,494,455
27,boy,yes,1,0,0,0,1,0,6,528,456
74,boy,no,0,0,1,0,0,1,14,602,476
47,girl,no,0,0,1,1,0,0,11,520,451
57,girl,no,0,0,1,1,0,0,8,478,393
30,girl,yes,0,1,0,0,1,0,24,559,503
37,boy,yes,1,0,0,0,1,0,5,484,407
32,girl,yes,0,0,1,0,1,0,1,444,443
23,girl,no,1,0,0,0,1,0,20,520,468
54,boy,yes,0,0,1,1,0,0,12,478,440
51,boy,no,0,0,1,1,0,0,15,513,442
55,boy,no,1,0,0,1,0,0,13,459,405
58,boy,no,0,0,1,1,0,0,5,520,450
39,girl,no,1,0,0,1,0,0,4,602,627
19,girl,yes,1,0,0,0,1,0,6,489,447
27,girl,yes,1,0,0,0,1,0,6,520,448
52,girl,no,0,1,0,1,0,0,18,489,430
16,boy,yes,1,0,0,0,1,0,8,399,405
12,girl,yes,1,0,0,1,0,0,20,473,436
56,boy,yes,0,0,1,1,0,0,3,434,388
18,girl,no,1,0,0,0,1,0,10,454,407
15,boy,yes,1,0,0,0,1,0,11,506,428
28,girl,no,0,0,1,0,1,0,2,494,437
68,boy,no,1,0,0,1,0,0,16,528,503
56,boy,no,0,0,1,1,0,0,21,418,400
76,boy,no,0,0,1,1,0,0,8,439,413
48,girl,yes,0,0,1,1,0,0,17,478,424
36,boy,no,0,1,0,1,0,0,14,468,431
8,girl,no,0,0,1,1,0,0,8,513,436
13,girl,yes,0,1,0,1,0,0,6,626,490
51,boy,no,0,1,0,0,1,0,12,513,442
49,boy,no,0,1,0,1,0,0,9,484,468
38,boy,yes,1,0,0,1,0,0,13,399,403
51,boy,no,0,1,0,1,0,0,12,489,450
51,girl,no,1,0,0,1,0,0,11,506,443
17,girl,yes,0,1,0,0,1,0,8,494,408
33,boy,yes,0,0,1,0,1,0,14,494,442
52,girl,no,0,1,0,1,0,0,18,536,470
76,boy,no,0,0,1,1,0,0,8,489,425
75,girl,no,0,1,0,1,0,0,11,528,447
4,boy,yes,1,0,0,1,0,0,8,449,407
69,girl,no,0,1,0,1,0,0,6,506,443
17,girl,no,1,0,0,0,0,1,0,520,436
39,girl,no,0,0,1,1,0,0,2,500,431
16,girl,yes,1,0,0,0,1,0,8,423,411
72,boy,yes,0,1,0,1,0,0,10,506,442
72,boy,yes,0,1,0,1,0,0,10,478,437
72,girl,no,0,1,0,1,0,0,10,429,421
24,girl,yes,0,1,0,0,1,0,10,468,430
25,girl,no,0,0,1,1,0,0,12,468,410
35,boy,no,0,0,1,1,0,0,5,536,470
32,boy,yes,0,0,1,0,1,0,1,468,456
20,boy,yes,1,0,0,0,1,0,4,473,390
62,girl,no,0,0,1,1,0,0,6,500,439
79,boy,yes,0,0,1,1,0,0,5,439,405
41,boy,no,0,1,0,1,0,0,16,536,538
7,girl,no,1,0,0,1,0,0,0,559,483
27,girl,no,0,0,1,0,1,0,11,536,500
57,girl,no,1,0,0,1,0,0,2,478,408
3,girl,yes,0,0,1,1,0,0,10,500,436
31,girl,yes,0,0,1,0,1,0,6,468,431
66,girl,no,1,0,0,1,0,0,8,434,422
44,boy,yes,0,1,0,0,1,0,0,449,427
78,girl,no,0,0,1,1,0,0,8,418,400
19,girl,yes,0,0,1,0,1,0,6,478,414
79,girl,yes,0,0,1,1,0,0,12,449,419
19,boy,yes,0,1,0,0,1,0,1,513,425
34,boy,yes,0,1,0,1,0,0,5,468,433
38,girl,no,0,0,1,1,0,0,8,520,487
28,girl,yes,0,1,0,0,1,0,10,463,421
80,girl,no,1,0,0,1,0,0,4,536,440
48,girl,no,0,0,1,1,0,0,17,602,485
50,girl,yes,0,0,1,1,0,0,6,489,414
68,girl,yes,0,0,1,1,0,0,8,528,480
51,boy,no,0,1,0,1,0,0,12,494,405
8,girl,no,1,0,0,1,0,0,13,506,445
71,boy,yes,0,1,0,1,0,0,2,454,390
66,boy,yes,0,1,0,1,0,0,3,444,405
68,boy,no,1,0,0,1,0,0,10,500,500
44,boy,no,1,0,0,0,1,0,24,473,433
63,boy,no,0,1,0,1,0,0,7,536,447
47,boy,no,0,0,1,1,0,0,11,444,428
8,girl,no,0,0,1,1,0,0,8,506,443
62,boy,no,0,1,0,1,0,0,4,494,436
66,boy,yes,0,0,1,1,0,0,15,463,434
74,boy,no,0,0,1,1,0,0,14,626,507
63,girl,no,0,1,0,1,0,0,7,559,565
50,boy,yes,1,0,0,1,0,0,13,489,427
9,boy,yes,0,0,1,1,0,0,13,484,455
61,boy,no,0,0,1,1,0,0,11,459,410
52,girl,no,1,0,0,1,0,0,12,547,554
18,boy,yes,1,0,0,0,1,0,10,454,419
24,boy,no,0,1,0,0,1,0,10,449,419
8,boy,no,1,0,0,1,0,0,13,494,453
68,girl,yes,1,0,0,1,0,0,16,547,495
69,girl,no,1,0,0,1,0,0,16,454,427
49,boy,no,0,0,1,1,0,0,8,468,416
34,boy,yes,0,1,0,1,0,0,5,434,393
39,girl,yes,0,1,0,1,0,0,5,468,451
3,girl,no,1,0,0,1,0,0,8,520,440
42,girl,no,1,0,0,1,0,0,14,454,428
56,girl,no,0,0,1,1,0,0,21,484,419
28,girl,yes,1,0,0,0,1,0,7,473,431
72,girl,yes,0,0,1,0,1,0,16,484,437
53,boy,yes,1,0,0,1,0,0,3,392,378
14,girl,yes,0,0,1,0,1,0,13,506,413
70,girl,no,0,0,1,1,0,0,8,513,478
75,boy,no,1,0,0,1,0,0,13,459,391
5,boy,yes,0,0,1,1,0,0,8,489,413
56,boy,yes,0,1,0,0,1,0,7,384,384
40,girl,no,1,0,0,1,0,0,2,576,497
66,girl,yes,1,0,0,1,0,0,8,459,411
7,boy,no,0,0,1,1,0,0,6,506,421
64,boy,no,0,0,1,1,0,0,19,489,418
64,girl,yes,0,0,1,0,1,0,19,468,410
27,boy,yes,1,0,0,0,1,0,6,506,465
44,boy,yes,0,0,1,1,0,0,3,449,408
3,girl,yes,0,0,1,1,0,0,9,484,450
20,boy,yes,0,1,0,0,1,0,1,418,408
22,girl,yes,0,0,1,0,1,0,9,576,470
69,boy,yes,0,0,1,1,0,0,6,429,408
8,girl,yes,1,0,0,1,0,0,12,520,453
11,boy,no,0,1,0,1,0,0,13,626,478
37,boy,yes,0,1,0,1,0,0,11,454,414
25,boy,no,1,0,0,1,0,0,18,439,402
79,girl,yes,0,0,1,1,0,0,12,547,480
26,girl,yes,1,0,0,0,1,0,15,473,424
35,boy,no,1,0,0,1,0,0,4,434,403
66,girl,no,0,1,0,1,0,0,3,494,424
7,girl,no,0,1,0,1,0,0,3,468,453
60,boy,no,1,0,0,1,0,0,13,528,468
22,girl,yes,0,0,1,0,1,0,3,626,538
37,girl,no,0,0,1,1,0,0,1,513,443
46,boy,no,1,0,0,0,1,0,12,506,430
47,boy,yes,1,0,0,1,0,0,5,449,416
3,girl,yes,0,1,0,1,0,0,20,459,442
65,boy,no,0,1,0,1,0,0,9,473,463
17,girl,no,0,0,1,0,1,0,20,478,433
37,girl,no,0,0,1,1,0,0,13,513,453
63,boy,yes,1,0,0,0,1,0,6,439,439
79,girl,yes,0,0,1,1,0,0,12,459,393
29,boy,yes,0,1,0,0,1,0,17,478,434
70,girl,no,0,0,1,1,0,0,8,559,472
48,boy,no,0,1,0,1,0,0,13,459,411
72,girl,yes,0,0,1,1,0,0,16,468,428
36,girl,no,0,0,1,1,0,0,17,536,554
50,boy,no,0,0,1,1,0,0,12,536,448
71,boy,no,1,0,0,1,0,0,6,500,418
10,girl,no,0,1,0,1,0,0,12,506,456
66,girl,no,0,1,0,1,0,0,3,418,411
71,girl,no,0,0,1,1,0,0,6,484,455
43,boy,no,0,0,1,1,0,0,15,520,510
59,girl,no,1,0,0,1,0,0,0,513,442
32,boy,yes,1,0,0,0,1,0,2,449,421
15,girl,yes,1,0,0,0,1,0,11,444,395
33,girl,yes,0,1,0,0,1,0,5,506,437
20,boy,no,0,0,1,0,1,0,21,536,468
40,girl,no,0,0,1,1,0,0,4,478,433
32,girl,yes,0,0,1,0,1,0,14,423,408
47,girl,yes,0,0,1,1,0,0,11,439,403
4,boy,no,1,0,0,1,0,0,8,468,424
17,girl,yes,0,1,0,0,1,0,8,489,418
7,boy,no,1,0,0,1,0,0,15,506,448
57,boy,no,0,0,1,1,0,0,1,463,424
29,girl,yes,0,0,1,0,1,0,5,536,463
18,girl,yes,0,1,0,0,1,0,11,454,413
58,boy,no,0,1,0,1,0,0,17,528,442
59,boy,yes,0,0,1,1,0,0,11,418,393
18,boy,no,1,0,0,1,0,0,9,429,431
50,boy,yes,1,0,0,1,0,0,13,576,458
49,girl,yes,0,1,0,1,0,0,9,459,443
48,girl,yes,1,0,0,1,0,0,4,506,465
79,girl,no,0,1,0,1,0,0,12,506,467
16,boy,yes,1,0,0,0,1,0,8,434,386
9,girl,no,1,0,0,1,0,0,5,489,450
19,boy,no,1,0,0,0,1,0,6,500,451
68,girl,no,0,0,1,0,1,0,6,500,461
57,boy,no,0,0,1,1,0,0,8,468,405
25,boy,yes,0,0,1,1,0,0,12,434,405
51,boy,yes,1,0,0,1,0,0,13,506,451
13,boy,no,0,1,0,1,0,0,6,506,450
40,boy,yes,0,0,1,1,0,0,4,489,448
4,girl,yes,0,0,1,1,0,0,0,468,433
27,boy,yes,0,0,1,0,1,0,1,444,453
78,boy,no,1,0,0,1,0,0,8,444,405
15,boy,yes,0,0,1,0,1,0,12,473,427
46,boy,no,1,0,0,1,0,0,12,478,428
71,girl,no,0,0,1,1,0,0,20,513,439
79,boy,yes,0,0,1,1,0,0,12,429,419
35,boy,yes,0,1,0,1,0,0,12,423,424
22,girl,no,0,0,1,0,1,0,9,536,411
31,boy,yes,0,0,1,0,1,0,6,513,424
51,boy,no,1,0,0,1,0,0,13,484,440
21,girl,no,0,1,0,0,1,0,15,484,445
7,boy,yes,0,1,0,1,0,0,3,473,433
31,girl,yes,1,0,0,0,1,0,0,392,413
7,girl,no,1,0,0,1,0,0,15,576,478
46,boy,no,0,1,0,1,0,0,0,459,427
13,girl,yes,0,1,0,0,1,0,6,506,456
44,girl,yes,0,0,1,0,1,0,3,528,465
4,girl,yes,1,0,0,1,0,0,8,506,433
33,boy,yes,0,1,0,0,1,0,22,439,416
34,girl,no,1,0,0,1,0,0,17,418,418
63,girl,yes,0,0,1,1,0,0,7,473,434
51,girl,yes,0,1,0,0,1,0,12,478,428
8,boy,no,0,0,1,1,0,0,8,547,450
3,girl,no,0,0,1,1,0,0,9,484,424
2,girl,no,0,0,1,0,0,1,12,429,405
64,girl,yes,0,1,0,1,0,0,5,449,428
1,girl,no,1,0,0,1,0,0,10,449,445
33,boy,yes,0,0,1,0,1,0,1,463,419
28,girl,yes,1,0,0,0,1,0,7,513,447
80,boy,no,0,1,0,1,0,0,13,500,427
74,boy,no,0,1,0,1,0,0,8,576,565
73,girl,no,0,0,1,1,0,0,2,434,414
2,girl,yes,1,0,0,0,1,0,6,463,398
22,boy,yes,0,0,1,0,1,0,9,429,395
34,boy,no,0,1,0,1,0,0,5,506,425
71,girl,no,0,1,0,1,0,0,2,489,416
75,girl,no,1,0,0,1,0,0,11,468,419
53,boy,no,1,0,0,0,1,0,3,439,410
43,boy,no,0,1,0,1,0,0,17,449,422
20,boy,no,1,0,0,0,1,0,4,559,451
16,boy,yes,0,0,1,0,1,0,2,520,428
4,girl,no,0,0,1,1,0,0,0,463,427
58,boy,no,1,0,0,1,0,0,3,626,480
5,girl,no,0,1,0,1,0,0,8,473,418
59,girl,yes,0,0,1,1,0,0,11,449,398
46,boy,no,1,0,0,1,0,0,12,520,436
76,boy,no,0,1,0,1,0,0,13,506,456
64,boy,yes,0,1,0,1,0,0,5,489,437
32,girl,yes,0,1,0,0,1,0,0,454,421
19,boy,yes,0,0,1,0,1,0,2,444,400
75,girl,no,0,1,0,1,0,0,11,484,424
68,girl,yes,1,0,0,1,0,0,16,602,518
71,girl,yes,1,0,0,1,0,0,6,418,395
32,boy,yes,0,1,0,0,1,0,0,439,411
56,girl,yes,1,0,0,0,0,1,13,412,395
39,boy,yes,0,1,0,1,0,0,5,454,408
39,boy,yes,1,0,0,1,0,0,4,484,405
52,girl,no,0,1,0,1,0,0,18,513,456
32,girl,yes,0,1,0,0,1,0,0,454,398
76,girl,no,1,0,0,1,0,0,2,520,455
79,boy,yes,0,0,1,1,0,0,5,506,411
56,boy,no,0,1,0,1,0,0,7,418,372
50,girl,yes,0,1,0,1,0,0,12,506,427
